businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
B.U. WARREN TOWER CAFE,,700 COMMONWEALTH ,BOSTON,MA,2115,Active,FS,Eating & Drinking,2006-12-07 18:34:22+00,6173532947,,42.3491836,-71.10404089
B.U. WEST CAMPUS,,278 Babcock,Allston,MA,2134,Active,FS,Eating & Drinking,2006-12-07 18:34:22+00,6173532947,7411,42.3531996,-71.1221006
B.U.Bistro,,3840 Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,2023-01-24 17:24:35.923+00,3053420320,342800,42.29693159,-71.11670631
B.U.Dining Srvices-1st fl.,,100 Bay State,Boston,MA,2215,Active,FS,Eating & Drinking,2011-09-20 19:16:01+00,6173532947,342937,42.34996269,-71.09791457
B.U.Dining Srvices-2nd fl.,,100 Bay State,Boston,MA,2215,Active,FS,Eating & Drinking,2011-09-20 19:19:37+00,6173532947,342937,42.34996269,-71.09791457
B/SPOKE,,54 Old Colony,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2022-02-09 16:22:11.4+00,6179519900,105094,42.33653328,-71.05594354
Baanga,,636 Beacon,Boston,MA,2215,Active,FS,Eating & Drinking,2022-04-28 19:23:49.027+00,,352141,42.34951804,-71.09525677
Bab AlYemen,,468 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2021-07-06 14:47:01.533+00,6175996537,415730,42.34854957,-71.09348055
BACCO RISTORANTE & BAR,,107 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,2006-12-07 18:35:17+00,6176292622,121692,42.36417952,-71.05538043
Back Bay Social Club,,867 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,2010-06-18 16:55:11+00,6175232727,18414,42.34873955,-71.08344553
Back Deck,,10 West,Boston,MA,2111,Active,FS,Eating & Drinking,2011-09-15 16:56:14+00,6174261266,172982,42.35431556,-71.06215055
BACKWOODS PIZZA,,539 Dudley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2021-01-14 14:15:29.383+00,6174457400,156012,42.3217394,-71.07251164
Bagel Guild,,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2022-03-30 18:37:49.113+00,8579987124,355634,42.36215952,-71.05749044
Bailey and Sage,,100 Federal,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2018-01-22 13:10:04.81+00,8573503032,57150,42.35476952,-71.05613045
Bailey and Sage,,53 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2022-07-11 14:58:12.983+00,,157026,42.35875038,-71.05620002
Bakalao Kitchenette  Inc.,,1002 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,2023-05-10 18:31:30.32+00,6176690211,157216,42.33682129,-71.0845598
Balance Patch,,1031 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2016-11-16 15:19:46.577+00,,414826,42.35229131,-71.12170868
BALE RESTAURANT,,1052 Dorchester,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:43+00,6174799006,156182,42.31479142,-71.05661182
Baleia,,264 Berkeley,Roxbury,MA,2118,Active,FS,Eating & Drinking,2023-12-13 15:11:49.277+00,,355552,42.34363056,-71.06267982
Bamboo Beach Juice Bar,,687 Second,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2022-04-05 14:20:35.92+00,,124439,42.33716949,-71.03578044
Bamboo Thai Restaurant,,1616 Commonwealth,Brighton,MA,2135,Active,FS,Eating & Drinking,2016-06-17 15:47:24.25+00,6178988846,408957,42.34324963,-71.14271067
Bambu,,287 Adams,Dorchester,MA,2122,Active,FS,Eating & Drinking,2016-12-12 16:23:18.29+00,5086151910,421205,42.29966426,-71.05879
Ban Toi Restaurant,,1035 Dorchester,Dorchester,MA,2125,Active,FS,Eating & Drinking,2019-05-08 14:15:13.893+00,8573616945,155971,42.31534124,-71.05687048
Bangkok Bento Thai Kitchen & Sushi Bar,,272 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,2023-02-17 14:37:08.597+00,8572638440,101485,42.34911955,-71.08342052
Bangkok Pinto,,1041 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,2015-09-18 16:17:44.22+00,6174425555,136794,42.33659856,-71.08574856
Banh Mi Huong Que,,696 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2020-11-09 17:11:39.69+00,6179590309,158284,42.35111235,-71.06279717
Banh Mi K,,108 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2022-10-31 13:16:06.433+00,6172015301,157936,42.35256419,-71.13037173
Banh Mi Oi,,1759 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2020-06-23 15:26:19.067+00,6173250946,351854,42.28751473,-71.15055947
Banh Mi Or,,44 School,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2021-12-02 13:37:55.42+00,7813784022,356636,42.35767952,-71.05965045
Bani Restaurant,,4541 Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,2006-12-07 18:36:15+00,6174690294,145300,42.27834464,-71.1371978
Banners Kitchen and Tap,,50 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2019-02-01 15:12:59.453+00,,340676,42.3656452,-71.06165549
Banyan Bar & Refuge,,537 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,2015-03-27 14:03:28.263+00,6178694951,340800,42.34471137,-71.07140519
Bar A Vin 1855,,259 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,2019-01-09 14:31:27.807+00,6175874222,168058,42.34964555,-71.08322152
Bar Cichetti,,54 Devonshire,Boston,MA,2109,Active,FS,Eating & Drinking,2022-04-15 16:53:58.73+00,8574490550,164243,42.35834082,-71.05710743
Bar Mezzana,,360 Harrison,Roxbury,MA,2118,Active,FS,Eating & Drinking,2015-12-11 19:10:56.85+00,6175301770,419370,42.34461539,-71.06325799
Bar Volpe,,170 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,2021-09-23 14:38:50.733+00,6173723190,21394,42.34050954,-71.05285245
Barcelona Restaurant,,503 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,2014-02-27 17:16:50+00,2032991415,341128,42.34495244,-71.07079148
BARNEY'S GRILL,,299 Havre,East Boston,MA,2128,Active,FS,Eating & Drinking,2006-12-07 18:35:06+00,,156023,42.37652575,-71.03379902
BARRY'S BOOTCAMP,,10 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,2018-04-27 15:41:20.78+00,9787588311,76236,42.34854455,-71.07731451
BARRY'S BOOTCAMP,,38 Chauncy,Boston,MA,2111,Active,FS,Eating & Drinking,2013-04-16 15:18:00+00,,205525,42.35383383,-71.05975395
Bartaco,,1321 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,2023-04-27 18:13:54.777+00,6176158226,354118,42.34464332,-71.09951119
Bartaco,,25 Thomson,Boston,MA,2210,Active,FS,Eating & Drinking,2018-02-12 16:49:30.78+00,,355868,42.35091373,-71.04740639
Basement Dining @ Tufts Medical Center,,750 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,2023-10-03 19:42:24.17+00,,158017,42.35055518,-71.0628613
Basho Express,,685 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2015-10-09 13:57:53.163+00,6172307017,41223,42.35014858,-71.10451157
Basho Japanese Brasserie,,100 Legends,Boston,MA,2114,Active,FS,Eating & Drinking,2016-10-04 13:56:45.68+00,6172621338,,34.24438675,-73.6513909
Basho Japanese Brasserie,,1310 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,2009-10-29 17:22:25+00,6178598886,340893,42.34411956,-71.09841204
Basho Japanese Sushi@B.U.(G.S.U.),,775 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2013-02-28 13:06:53+00,6172621338,157395,42.35074335,-71.10903869
Basile- Fine Italian Kitchen,,162 Columbus,Boston,MA,2116,Active,FS,Eating & Drinking,2019-05-08 12:40:59.3+00,6173500007,156280,42.34928232,-71.07065209
Bati Indian Kitchen By Shanti,,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2024-01-22 17:11:36.093+00,,423633,42.3656452,-71.06165549
Battery Wharf Hotel,,3 Battery,Boston,MA,2109,Active,FS,Eating & Drinking,2017-04-13 18:12:56.13+00,6179949000,345275,42.36684515,-71.05134019
BATTERY WHARF HOTEL BOSTON WATERFRONT,,2 Battery,Boston,MA,2109,Active,FS,Eating & Drinking,2015-12-18 20:16:51.113+00,6179949000,172851,42.36735708,-71.05032975
Baxter's Bagels-Lower Level,,32 Cambridge,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,2023-12-01 17:56:20.213+00,2037526591,25110,42.38356954,-71.07435043
Bay State,,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,2022-12-28 17:17:12.64+00,,156129,42.36000514,-71.05122732
BBQ Chicken,,178 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,2022-11-22 15:34:19.48+00,6179033359,70345,42.35115962,-71.13119063
BBQ Chicken,,62 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,2011-12-08 20:17:20+00,6174234888,193139,42.35198953,-71.06439047
Beacon - 50th Floor,,800 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,2023-01-18 18:55:42.37+00,,157244,42.34729636,-71.08145798
Beacon Cafe @Univ. of Mass Boston,,100 William T Morrissey,Dorchester,MA,2125,Active,FS,Eating & Drinking,2013-10-18 14:53:38+00,6172875082,155810,42.3141458,-71.03937283
Beacon Hill Books & Cafe,,71 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,2021-03-30 18:22:10.293+00,,29174,42.35818707,-71.07026721
BEACON HILL HOTEL & BISTRO,,25 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,2019-02-15 18:37:36.563+00,6177237575,364451,42.35691953,-71.06965048
Bean & Leaf Cafe,,20 Custom House,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:36+00,5089420923,157482,42.35813451,-71.05305942
Bean & Leaf Cafe,,239 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2022-04-01 15:25:52.4+00,,352328,42.36610952,-71.05943043
Beantown Kebab,,44 Kilby,Boston,MA,2109,Active,FS,Eating & Drinking,2012-05-31 12:52:31+00,6172276900,166756,42.35811436,-71.05531771
Beantown Pastrami,,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2015-02-23 19:32:56.897+00,6179430705,355634,42.36215952,-71.05749044
Beantown Pastrami,HSI MCA BOS FB  LLC,300 Terminal,East Boston/,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2019-06-27 16:08:29.32+00,6176346097,341352,42.36661942,-71.01658968
Beantown Pub/Ziggy's Coffee Bar,,100 Tremont,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:05+00,6174260111,157329,42.35723204,-71.06097978
Beard Papa Teazzi,,232 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2023-05-26 14:28:23.01+00,4017494388,101449,42.34964955,-71.08147052
Beatnic,,399 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,2021-08-27 16:28:04.057+00,3323332087,18319,42.35178954,-71.07209049
Beijing Cafe,,728 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2023-12-12 13:52:41.883+00,6178593925,41246,42.34961958,-71.10644057
Beijing Taste,,377 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2022-09-07 16:31:33.203+00,6179446666,156389,42.34929081,-71.15428139
Bel Ave Pizza,,330 Belgrade,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2014-05-23 17:06:31+00,6173371300,157181,42.28590155,-71.14511122
Bell In Hand,,45 Union,Boston,MA,2108,Active,FS,Eating & Drinking,2006-12-07 18:34:00+00,6172272098,139294,42.36159952,-71.05706044
Bella Vista,,288 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,2007-04-01 12:35:15+00,,69101,42.36401952,-71.05450043
Bellas Rockin Burgers - Kitchen 120,,94 Shirley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2023-07-17 16:48:37.28+00,8887028743,127222,42.32448422,-71.07021699
Ben & Jerry's,,61 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2023-03-16 15:43:49.03+00,,156512,42.34716322,-71.09908174
Ben & Jerry's,,174 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:47+00,6178770252,101380,42.35030955,-71.07900051
Ben & Jerry's,,77 Seaport,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,2017-01-12 15:40:36.497+00,6175365456,350786,42.35172167,-71.0462114
Ben & Jerry's,,300 Faneuil Hall Marketplace,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2019-03-07 16:31:38.753+00,6175365256,351051,42.36053533,-71.05485839
Ben & Jerry's (Kiosk),,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,2017-01-12 15:23:39.15+00,6175365456,157244,42.34729636,-71.08145798
Ben Cotto,,357 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,2015-05-07 17:52:18.287+00,6173195070,69120,42.36465951,-71.05337042
Benevento's,,111 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,2009-07-24 14:05:55+00,6175937735,121696,42.36426952,-71.05536043
Bennett's Sandwich Shop,,1348 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-03-17 14:24:39.6+00,,422932,42.34383374,-71.09937867
Ben's Fast Food-Kitchen 117,,94 Shirley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2023-06-20 14:51:07.133+00,7817867766,127222,42.32448422,-71.07021699
BERKELEY PERK CAFE,,69 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:00+00,6174260673,15038,42.34677954,-71.0706105
Berkeley Streat,,200 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2023-06-14 17:17:46.64+00,7812720539,156187,42.35006006,-71.07291953
Berklee College of Music,,160 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,2013-01-07 17:46:12+00,6177478112,343903,42.34628504,-71.08699099
Berklee Noodles Factory,,173 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,2016-11-22 19:29:55.737+00,8573503923,91978,42.34588956,-71.08739054
Berkshire Farms Market,,200 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2013-11-08 14:59:52+00,,341353,42.36267681,-71.01863533
Berkshire Farms Market A,,500 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2019-01-25 17:56:26.06+00,6175675700,341351,42.36990367,-71.01943961
BERTUCCI'S,,633 V F W,WEST ROXBURY,MA,2132,Active,FS,Eating & Drinking,2006-12-07 18:34:22+00,5083512577,,34.24438675,-73.6513909
Best Fried Chicken,,1198 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2021-04-30 19:46:42.97+00,6173223035,156964,42.28369431,-71.09195951
Beth Israel Deaconess,,330 Brookline,Boston,MA,2115,Active,FS,Eating & Drinking,2007-04-13 12:21:31+00,0,22096,42.33981958,-71.10568059
Better Bagels,,77 Seaport,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,2017-01-04 15:57:16.95+00,8575403177,350786,42.35172167,-71.0462114
Better Sorts Social Club,,90 Tremont,Boston,MA,2108,Active,FS,Eating & Drinking,2023-01-17 17:27:18.98+00,6177725800,157247,42.3574505,-71.06070077
BGood,,84 Summer,Boston,MA,2110,Active,FS,Eating & Drinking,2021-10-20 14:48:45.883+00,5083417266,155814,42.35395523,-71.0580206
BGood,,255 Washington,Boston,MA,2108,Active,FS,Eating & Drinking,2021-10-20 14:45:42.747+00,5083417266,356641,42.35792145,-71.05814222
Biddy Earlys,,141 Pearl,Boston,MA,2110,Active,FS,Eating & Drinking,2006-12-07 18:35:20+00,,108787,42.35463951,-71.05374044
BIG DADDY HOT DOGS,,10 Whittier,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2019-06-18 13:45:25.54+00,6179572755,157202,42.36557582,-71.06800708
BIG DADDY'S PIZZA,,436 Western,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2022-05-25 12:43:04.503+00,6178042907,156361,42.36225669,-71.14089004
Big Night Live,,50 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2019-10-10 20:38:34.717+00,6178965222,340676,42.3656452,-71.06165549
Bijou Night Club,,51 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,2011-06-24 13:46:39+00,6177924407,155868,42.35119481,-71.06416206
Billares Colombia,,16 Bennington,East Boston,MA,2128,Active,FS,Eating & Drinking,2013-03-01 17:53:46+00,6175695740,14624,42.37528949,-71.03830036
Bill's Bar,,7 Lansdowne,Boston,MA,2215,Active,FS,Eating & Drinking,2006-12-07 18:34:51+00,6175232727,84011,42.34732957,-71.09499055
BILLY TSE RESTAURANT,,240 Commercial,Boston,MA,2109,Active,FS,Eating & Drinking,2022-09-09 18:38:45.48+00,6172279990,351949,42.36384951,-71.05146042
Billy's Sub Shop,,57 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:32+00,6174261822,15033,42.34658954,-71.0705105
BILLY'S TEXAS B.B.Q.,,530 Washington,Dorchester,MA,2124,Active,FS,Eating & Drinking,2006-12-07 18:34:49+00,6172886161,146103,42.29297954,-71.07162062
Bin 26 Enoteca,,26 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,2007-08-14 18:45:28+00,6175122550,158228,42.35674471,-71.06998853
Birds of Paradise,,525 Western,Brighton,MA,2135,Active,FS,Eating & Drinking,2022-09-30 15:20:56.223+00,6179034298,148220,42.36174863,-71.14519972
Bistro du Midi,,272 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,2006-12-07 18:35:47+00,6174267878,157796,42.35185904,-71.06967029
Bitez,,914 Morton,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2022-01-13 16:26:12.693+00,6178206485,351026,42.28071956,-71.08314068
Bittersweet Violet - Lower Level,,32 Cambridge,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,2022-10-28 15:07:14.347+00,6172248610,25110,42.38356954,-71.07435043
Black Lamb,571 Tremont LLC,571 Tremont,Roxbury,MA,2118,Active,FS,Eating & Drinking,2019-05-14 16:59:55.707+00,6174708663,351697,42.34367854,-71.07262551
Black Rose,,160 State,Boston,MA,2109,Active,FS,Eating & Drinking,2006-12-07 18:34:05+00,6177422286,130383,42.35943986,-71.05379059
Black Seed ,,140 Tremont,Boston,MA,2111,Active,FS,Eating & Drinking,2023-04-12 18:56:57.517+00,,156397,42.35564649,-71.06255948
Blackbird,,100 Holton,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2018-04-25 15:17:46.847+00,6174829000,351912,42.36021767,-71.13853577
Blackbird Donuts,,1321 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2017-01-12 17:57:13.59+00,6174829000,354118,42.34464332,-71.09951119
Blackbird Doughnuts,,175 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2020-03-13 14:11:57.183+00,6174829000,363091,42.36210953,-71.06588046
Blackbird Doughnuts & Sally's Sandwiches,,460 Tremont,Roxbury,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2014-09-26 14:08:52.227+00,6177970333,156997,42.34596127,-71.06909987
Blackmoor Bar & Kitchen,,1 Chelsea,Charlestown,MA,2129,Active,FS,Eating & Drinking,2015-11-16 16:26:28.44+00,6172123580,163254,42.37131445,-71.06113295
Blake's Boston,,280 Friend,Boston,MA,2114,Active,FS,Eating & Drinking,2018-06-25 14:28:20.02+00,6177205544,344155,42.36485952,-71.06185044
Blank Street,,282 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2022-08-17 16:50:34.89+00,,363476,42.36094953,-71.06808046
Blank Street Coffee,,647 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2022-09-20 18:15:31.007+00,6178701643,18361,42.35007955,-71.07841051
Blank Street Coffee,,123 Pinckney,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2022-10-13 16:25:54.42+00,6178701643,363575,42.35887954,-71.07056047
Blasi's Kitchen & Bar,,760 Adams,Dorchester,MA,2122,Active,FS,Eating & Drinking,2022-11-01 15:00:20.787+00,6177335333,378716,42.28375952,-71.05535061
Blaze Pizza,,1282 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,2016-04-12 14:28:00.177+00,6172979585,347565,42.34464189,-71.09694028
Blaze Pizza,,961 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2017-07-19 15:14:32.58+00,6172979585,41311,42.3519196,-71.1190806
Bleacher Bar,,70 Lansdowne,Boston,MA,2215,Active,FS,Eating & Drinking,2008-04-02 17:17:20+00,6172622424,156998,42.34697298,-71.09836664
Blend,,1310 DORCHESTER ,DORCHESTER,MA,2122,Active,FS,Eating & Drinking,2006-12-07 18:34:16+00,6172658846,,42.30590813,-71.05860011
Blu,,4 Avery,Boston,MA,2111,Active,FS,Eating & Drinking,2014-10-22 18:53:19.893+00,6173578550,7254,42.35306953,-71.06292047
Blue Bottle Coffee,,800 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,2017-10-23 17:57:18.05+00,,157244,42.34729636,-71.08145798
Blue Bottle Coffee,,43-61 Pier 4,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,2021-09-08 12:52:36.8+00,5106533394,439658,42.35019402,-71.04493989
Blue Bottle Coffee,,163 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2019-07-31 15:39:22.817+00,,101369,42.35083955,-71.07879051
Blue Cross Blue Sheild of Ma. Cafe,,101 Huntington,Boston,MA,2199,Active,FS,Eating & Drinking,2013-11-15 17:40:18+00,6172464658,340845,42.34687,-71.08065604
Blue Hill House of Pizza,,161 Blue Hill,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2018-11-09 17:30:04.937+00,6174450044,16335,42.31930955,-71.07795058
Blue Nile,,389 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2016-10-05 17:44:21.28+00,6175226453,352030,42.32227959,-71.10956064
Blue Planet Cafe,,250 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,2023-12-19 14:56:34.313+00,6037677414,158389,42.35917866,-71.0492984
Blue Ribbon Barbecue,,401 Park,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2023-08-28 18:03:23.853+00,6172442200,156914,42.34446232,-71.1028967
Blue Ribbon Brasserie,,528 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2022-02-03 15:22:02.56+00,,156311,42.34849781,-71.09622109
Blue Ribbon Sushi,,500A Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2021-06-25 17:17:25.09+00,2122290404,422499,42.34849343,-71.09580895
BLUE STAR RESTAURANT,,11 Corinth,Roslindale,MA,2131,Active,FS,Eating & Drinking,2006-12-07 18:35:59+00,6173239638,42862,42.28640963,-71.13043077
Blue Yama,,418 Market,Brighton,MA,2135,Active,FS,Eating & Drinking,2020-01-10 14:51:22.557+00,6175626333,158260,42.3492882,-71.15322108
Blunch,,59 EAST SPRINGFIELD,BOSTON,MA,2136,Active,FT,Eating & Drinking w/ Take Out,2007-12-05 20:00:08+00,6179057709,,42.33544073,-71.07473066
BO9/CO9/Y7,,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2011-03-08 14:03:12+00,6175366683,156417,42.34676791,-71.09864844
Boardwalk Southie,,309 D,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2022-08-18 15:09:24.33+00,6178204758,156426,42.33998112,-71.04924101
